Vert_Group,Genus,Species,Common_name,Population_1,Population_2,Population_3,Latitude,Longitude,LatLongEst,Elevation,Years,Year_1,Year_final,Breeding_Cycle,Moult,Life_Stage,LifeHistConf,Jan_Sampled,Feb_Sampled,Mar_Sampled,Apr_Sampled,May_Sampled,June_Sampled,July_Sampled,Aug_Sampled,Sept_Sampled,Oct_Sampled,Nov_Sampled,Dec_Sampled,Time_min,Time_max,CaptureMethod,SampleMethod,MaxLatency_A,MaxLate_Cort,LateStressCort,StressorType,MajorStressPop,Method,A_AntibodyKit,Cort_AntibodyKit,CORT,Androgen,M_A_Mean,M_A_SE,M_A_CV,M_A_N,M_A_Min,M_A_Max,M_A_RemoveOutlier,F_A_Mean,F_A_SE,F_A_CV,F_A_N,F_A_Min,F_A_Max,F_A_RemoveOutlier,M_BC_Mean,M_BC_SE,M_BC_CV,M_BC_N,M_BC_Min,M_BC_Max,M_BC_RemoveOutlir,F_BC_Mean,F_BC_SE,F_BC_CV,F_BC_N,F_BC_Min,F_BC_Max,F_BC_RemoveOutlir,M_SC_Mean,M_SC_SE,M_SC_CV,M_SC_N,M_SC_Min,M_SC_Max,M_SC_RemoveOutlier,F_SC_Mean,F_SC_SE,F_SC_CV,F_SC_N,F_SC_Min,F_SC_Max,F_SC_RemoveOutlier,OutlierCriteria,Notes,Lab_ID,Ref_ID
Reptile,Sphenodon,punctatus,Tuatara,"Stephens Island, Cook Strait, New Zealand",null,null,-40.67,174,Reported,167,1992-1993,1992,1993,Breeding,null,Laying,Y,N,N,N,N,N,N,N,Y,N,N,N,N,18:30,21:30,null,Active,null,10,null,null,null,RIA,null,"B3-163, Endocrine Sciences, Calabasas Hill, CA",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.2224,0.1046,115.2053179,6,null,null,null,0.8,0.1125,31.44470593,5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Cree,391
Reptile,Sphenodon,punctatus,Tuatara,"Stephens Island, Cook Strait, New Zealand",null,null,-40.67,174,Reported,167,1992-1993,1992,1993,Nonbreeding,null,null,Y,N,N,N,N,N,N,N,N,N,N,Y,N,20:00,23:00,null,Active,null,10,null,null,null,RIA,null,"B3-163, Endocrine Sciences, Calabasas Hill, CA",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.5,0.2875,25.71478174,5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Cree,391
Reptile,Sphenodon,punctatus,Tuatara,"Stephens Island, Cook Strait, New Zealand",null,null,-40.67,174,Reported,167,1992-1993,1992,1993,Breeding,null,Laying,Y,N,N,N,N,N,N,N,N,N,N,Y,N,20:00,23:00,null,Active,null,10,null,null,null,RIA,null,"B3-163, Endocrine Sciences, Calabasas Hill, CA",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.825,0.3556,114.0398989,7,null,null,null,4.4375,0.675,34.01342839,5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Cree,391
Reptile,Sphenodon,punctatus,Tuatara,"Stephens Island, Cook Strait, New Zealand",null,null,-40.67,174,Reported,167,1992-1993,1992,1993,Nonbreeding,null,null,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,20:30,23:30,null,Active,null,10,null,null,null,RIA,null,"B3-163, Endocrine Sciences, Calabasas Hill, CA",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.1093,0.0209,46.83836745,6,null,null,null,2.1625,0.2875,42.04184172,10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Cree,391
Reptile,Sphenodon,punctatus,Tuatara,"Stephens Island, Cook Strait, New Zealand",null,null,-40.67,174,Reported,167,1992-1993,1992,1993,Breeding,null,Laying,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,20:30,23:30,null,Active,null,10,null,null,null,RIA,null,"B3-163, Endocrine Sciences, Calabasas Hill, CA",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.24,0.34,72.54479401,7,null,null,null,1.525,0.35,60.72216124,7,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Cree,391
Reptile,Sphenodon,punctatus,Tuatara,"Stephens Island, Cook Strait, New Zealand",null,null,-40.67,174,Reported,167,1987,1987,1987,"Breeding, Nonbreeding",null,null,Y,Y,N,N,N,N,N,N,N,N,N,N,N,20:30,23:30,null,Active,null,10,180,confinement,null,RIA,null,"B3-163, Endocrine Sciences, Calabasas Hill, CA",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.4152,0.1856,118.2686521,7,null,null,null,1.2381,0.4656,92.11553382,6,null,null,null,11.1983,4.3329,102.37068,7,null,null,null,10.9823,3.8363,85.56474964,6,null,null,null,null,null,Cree,391
Reptile,Sphenodon,punctatus,Tuatara,"Stephens Island/Takapourewa, Cook Strait, New Zealand",null,null,-40.666,174,Reported,172,2011-2012,2011,2012,Breeding,null,Laying,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,20:00,5:00,hand,Passive,null,10,1440,Restraint,null,EIA,null,Cayman Chemical,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.3,0.19,80.0517584,30,null,null,N,null,null,null,null,null,null,null,4.874,1.1838,133.0311784,30,null,null,null,null,null,null,null,null,null,null,null,"MSC, FSC = Cort after 24 hour restraint",Cree,496
Reptile,Sphenodon,punctatus,Tuatara,"Stephens Island/Takapourewa, Cook Strait, New Zealand",null,null,-40.666,174,Reported,172,2011-2012,2011,2012,Breeding,null,Gravid/Pregnant,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,20:00,5:00,hand,Passive,null,10,1440,Restraint,null,EIA,null,Cayman Chemical,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7.75,1.21,82.61571836,28,null,null,null,null,null,null,null,null,null,null,6.244,1.164,98.64364273,28,null,null,null,null,"MSC, FSC = Cort after 24 hour restraint",Cree,496
Reptile,Sphenodon,punctatus,Tuatara,"Stephens Island/Takapourewa, Cook Strait, New Zealand",null,null,-40.666,174,Reported,172,2011-2012,2011,2012,Nonbreeding,null,null,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,20:00,5:00,hand,Passive,null,10,1440,Restraint,null,EIA,null,Cayman Chemical,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.05,0.15,79.5394909,31,null,null,null,null,null,null,null,null,null,null,2.443,1.1627,264.9872953,31,null,null,null,null,"MSC, FSC = Cort after 24 hour restraint",Cree,496
Reptile,Sternotherus,odoratus,Musk turtle,"South Carolina, USA",null,null,33.8,-81.95,Estimated,146,1984,1984,1984,Breeding,null,null,Y,N,N,N,N,N,Y,N,N,N,N,N,N,null,null,traps,Active,5,null,null,null,null,RIA,null,null,null,testosterone,6.41,1.1,64.20940913,14,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Licht,369
Reptile,Sternotherus,odoratus,Musk turtle,"South Carolina, USA",null,null,33.8,-81.95,Estimated,146,1984,1984,1984,Breeding,null,null,Y,N,N,N,N,N,N,Y,N,N,N,N,N,null,null,traps,Active,5,null,null,null,null,RIA,null,null,null,testosterone,7.49,2.33,87.98711883,8,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Licht,369
Reptile,Sternotherus,odoratus,Musk turtle,"South Carolina, USA",null,null,33.8,-81.95,Estimated,146,1984,1984,1984,Breeding,null,null,Y,N,N,N,Y,N,N,N,N,N,N,N,N,null,null,traps,Active,5,null,null,null,null,RIA,null,null,null,testosterone,9.48,1.57,59.71218884,13,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Licht,369
Reptile,Sternotherus,odoratus,Musk turtle,"South Carolina, USA",null,null,33.8,-81.95,Estimated,146,1984,1984,1984,Breeding,null,null,Y,N,N,Y,N,N,N,N,N,N,N,N,N,null,null,traps,Active,5,null,null,null,null,RIA,null,null,null,testosterone,11.39,1.36,81.85856239,47,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Licht,369
Reptile,Sternotherus,odoratus,Musk turtle,"South Carolina, USA",null,null,33.8,-81.95,Estimated,146,1984,1984,1984,Breeding,null,null,Y,N,N,N,N,Y,N,N,N,N,N,N,N,null,null,traps,Active,5,null,null,null,null,RIA,null,null,null,testosterone,12.48,2.52,66.97030827,11,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Licht,369
Reptile,Sternotherus,odoratus,Musk turtle,"South Carolina, USA",null,null,33.8,-81.95,Estimated,146,1984,1984,1984,Nonbreeding,null,null,Y,N,N,N,N,N,N,N,N,N,N,Y,N,null,null,traps,Active,5,null,null,null,null,RIA,null,null,null,testosterone,21.14,10.15,107.3608797,5,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Licht,369
Reptile,Sternotherus,odoratus,Musk turtle,"South Carolina, USA",null,null,33.8,-81.95,Estimated,146,1984,1984,1984,Breeding,null,null,Y,N,N,N,N,N,N,N,Y,N,N,N,N,null,null,traps,Active,5,null,null,null,null,RIA,null,null,null,testosterone,30.69,4.3,57.7691567,17,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Licht,369
Reptile,Sternotherus,odoratus,Musk turtle,"South Carolina, USA",null,null,33.8,-81.95,Estimated,146,1984,1984,1984,Nonbreeding,null,null,Y,N,N,N,N,N,N,N,N,Y,N,N,N,null,null,traps,Active,5,null,null,null,null,RIA,null,null,null,testosterone,50.69,8.62,85.02663247,25,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Licht,369
Reptile,Sternotherus,odoratus,Musk turtle,"South Carolina, USA",null,null,33.8,-81.95,Estimated,146,1984,1984,1984,Nonbreeding,null,null,Y,N,N,N,N,N,N,N,N,N,Y,N,N,null,null,traps,Active,5,null,null,null,null,RIA,null,null,null,testosterone,61.83,10.58,51.33430374,9,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Licht,369
Reptile,Sternotherus,odoratus,Musk turtle,"South Carolina, USA",null,null,33.8,-81.95,Estimated,146,1984,1984,1984,Nonbreeding,null,null,Y,N,N,N,N,N,N,N,N,N,Y,N,N,null,null,traps,Active,5,null,null,null,null,RIA,null,null,null,testosterone,69.72,8.62,30.28485597,6,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Licht,369
Reptile,Testudo,graeca,Greek tortoise,Southern Morocco,null,null,31.62,-8.03,Reported,580,2003,2003,2003,Nonbreeding,null,null,N,N,N,N,N,Y,N,N,N,N,N,N,N,null,null,hand,Active,5,null,null,null,null,RIA,Sigma Laboratory,null,null,testosterone,6.36,1.61,56.60486547,5,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Centre d'Etudes Biologiques de Chizé,384
Reptile,Testudo,graeca,Greek tortoise,Southern Morocco,null,null,31.62,-8.03,Reported,580,"2003, 2004",2003,2004,Breeding,null,null,N,N,N,N,Y,N,N,N,N,N,N,N,N,null,null,hand,Active,5,null,null,null,null,RIA,Sigma Laboratory,null,null,testosterone,12.01,2.75,104.9299181,21,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Centre d'Etudes Biologiques de Chizé,384
Reptile,Testudo,graeca,Greek tortoise,Southern Morocco,null,null,31.62,-8.03,Reported,580,2003,2003,2003,Nonbreeding,null,null,N,N,N,N,N,N,Y,N,N,N,N,N,N,null,null,hand,Active,5,null,null,null,null,RIA,Sigma Laboratory,null,null,testosterone,12.97,2.75,36.72428466,3,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Centre d'Etudes Biologiques de Chizé,384
Reptile,Testudo,graeca,Greek tortoise,Southern Morocco,null,null,31.62,-8.03,Reported,580,2003,2003,2003,Nonbreeding,null,null,N,N,N,N,N,N,N,N,N,Y,N,N,N,null,null,hand,Active,5,null,null,null,null,RIA,Sigma Laboratory,null,null,testosterone,14.42,3.39,84.76295994,13,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Centre d'Etudes Biologiques de Chizé,384
Reptile,Testudo,graeca,Greek tortoise,Southern Morocco,null,null,31.62,-8.03,Reported,580,2003,2003,2003,Nonbreeding,null,null,N,N,N,N,N,N,N,Y,N,N,N,N,N,null,null,hand,Active,5,null,null,null,null,RIA,Sigma Laboratory,null,null,testosterone,16.36,7.26,108.6998504,6,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Centre d'Etudes Biologiques de Chizé,384
Reptile,Testudo,graeca,Greek tortoise,Southern Morocco,null,null,31.62,-8.03,Reported,580,"2003, 2004",2003,2004,Breeding,null,null,N,N,N,Y,N,N,N,N,N,N,N,N,N,null,null,hand,Active,5,null,null,null,null,RIA,Sigma Laboratory,null,null,testosterone,18.95,3.23,68.17941953,16,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Centre d'Etudes Biologiques de Chizé,384
Reptile,Testudo,graeca,Greek tortoise,Southern Morocco,null,null,31.62,-8.03,Reported,580,2003,2003,2003,Nonbreeding,null,null,N,N,N,N,N,N,N,N,N,N,N,Y,N,null,null,hand,Active,5,null,null,null,null,RIA,Sigma Laboratory,null,null,testosterone,19.58,3.71,53.59277136,8,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Centre d'Etudes Biologiques de Chizé,384
Reptile,Testudo,graeca,Greek tortoise,Southern Morocco,null,null,31.62,-8.03,Reported,580,"2003, 2004",2003,2004,Breeding,null,null,N,N,Y,N,N,N,N,N,N,N,N,N,N,null,null,hand,Active,5,null,null,null,null,RIA,Sigma Laboratory,null,null,testosterone,21.54,5.33,113.3942825,21,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Centre d'Etudes Biologiques de Chizé,384
Reptile,Testudo,graeca,Greek tortoise,Southern Morocco,null,null,31.62,-8.03,Reported,580,2003,2003,2003,Nonbreeding,null,null,N,N,N,N,N,N,N,N,Y,N,N,N,N,null,null,hand,Active,5,null,null,null,null,RIA,Sigma Laboratory,null,null,testosterone,37.01,7.43,75.11622368,14,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Centre d'Etudes Biologiques de Chizé,384
Reptile,Testudo,graeca,Greek tortoise,Southern Morocco,null,null,31.62,-8.03,Reported,580,2003,2003,2003,Nonbreeding,null,null,N,N,N,N,N,N,N,N,N,N,N,N,Y,null,null,hand,Active,5,null,null,null,null,RIA,Sigma Laboratory,null,null,testosterone,37.17,7.1,54.02699108,8,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Centre d'Etudes Biologiques de Chizé,384
Reptile,Testudo,graeca,Greek tortoise,Southern Morocco,null,null,31.62,-8.03,Reported,580,2004,2004,2004,Breeding,null,Prebreeding,N,Y,N,N,N,N,N,N,N,N,N,N,N,null,null,hand,Active,5,null,null,null,null,RIA,Sigma Laboratory,null,null,testosterone,51.56,11.46,86.08298904,15,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Centre d'Etudes Biologiques de Chizé,384
Reptile,Testudo,horsfieldii,Steppe tortoise,"Djeiron Ecocenter of Bukhara, Uzbekistan",null,null,40,65,Reported,371,1998,1998,1998,Breeding,null,null,N,N,N,N,Y,N,N,N,N,N,N,N,N,null,null,hand,Active,5,null,null,null,null,RIA,null,null,null,testosterone,20.49,3.49,81.6859542,23,null,null,N,2.17,1.53,366.3646639,27,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Henen,357
Reptile,Testudo,horsfieldii,Steppe tortoise,"Djeiron Ecocenter of Bukhara, Uzbekistan",null,null,40,65,Reported,371,1998,1998,1998,Breeding,null,Laying,N,N,N,N,N,Y,N,N,N,N,N,N,N,null,null,hand,Active,5,null,null,null,null,RIA,null,null,null,testosterone,26.69,3.42,61.45276811,23,null,null,N,2.12,1.53,375.0053399,27,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Henen,357
Reptile,Testudo,horsfieldii,Steppe tortoise,"Djeiron Ecocenter of Bukhara, Uzbekistan",null,null,40,65,Reported,371,1998,1998,1998,Breeding,null,null,N,N,N,N,Y,N,N,N,N,N,N,N,N,null,null,hand,Active,5,null,null,null,null,RIA,null,null,null,testosterone,34.27,4.58,58.25432495,19,null,null,N,2.44,1.77,217.6229508,9,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Henen,357
Reptile,Testudo,horsfieldii,Steppe tortoise,"Djeiron Ecocenter of Bukhara, Uzbekistan",null,null,40,65,Reported,371,1998,1998,1998,Breeding,null,null,N,N,N,Y,N,N,N,N,N,N,N,N,N,null,null,hand,Active,5,null,null,null,null,RIA,null,null,null,testosterone,53,6.84,63.22456544,24,null,null,N,1.86,1.16,176.3965304,8,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Henen,357
Reptile,Thamnophis,sirtalis,Garter snake,"Narcisse Wildlife Management area, Narcisse, Canada","Broad Valley, Manitoba, Canada",null,50.65,-97.98,Estimated,275,1986,1986,1986,Breeding,null,null,Y,N,N,N,N,Y,N,N,N,N,N,N,N,null,null,null,null,120,null,null,null,null,RIA,null,null,null,testosterone,2.8981,1.1822,584.0560388,205,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,parietalis subspecies (red-sided); total androgens measured,Crews,356
Reptile,Thamnophis,sirtalis,Garter snake,"Narcisse Wildlife Management area, Narcisse, Canada","Broad Valley, Manitoba, Canada",null,50.65,-97.98,Estimated,275,1986,1986,1986,Nonbreeding,null,null,Y,N,N,N,N,N,N,N,N,Y,N,N,N,null,null,null,null,120,null,null,null,null,RIA,null,null,null,testosterone,5.6071,1.8178,464.1781871,205,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,parietalis subspecies (red-sided); total androgens measured,Crews,356
Reptile,Thamnophis,sirtalis,Garter snake,"Narcisse Wildlife Management area, Narcisse, Canada","Broad Valley, Manitoba, Canada",null,50.65,-97.98,Estimated,283,1986,1986,1986,Breeding,null,null,Y,N,N,N,N,Y,N,N,N,N,N,N,N,null,null,null,null,120,null,null,null,null,RIA,null,null,null,testosterone,10.3317,3.7273,516.5346889,205,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,parietalis subspecies (red-sided); total androgens measured,Crews,356
Reptile,Thamnophis,sirtalis,Garter snake,"Narcisse Wildlife Management area, Narcisse, Canada","Broad Valley, Manitoba, Canada",null,50.65,-97.98,Estimated,275,1986,1986,1986,Breeding,null,null,Y,N,N,N,Y,N,N,N,N,N,N,N,N,null,null,null,null,120,null,null,null,null,RIA,null,null,null,testosterone,15.4935,2.0909,193.2238168,205,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,parietalis subspecies (red-sided); total androgens measured,Crews,356
Reptile,Thamnophis,sirtalis,Garter snake,"Narcisse Wildlife Management area, Narcisse, Canada","Broad Valley, Manitoba, Canada",null,50.65,-97.98,Estimated,275,1986,1986,1986,Nonbreeding,null,null,Y,N,N,N,N,N,N,N,N,Y,N,N,N,null,null,null,null,120,null,null,null,null,RIA,null,null,null,testosterone,23.1561,9.817,607.0022559,205,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,parietalis subspecies (red-sided); total androgens measured,Crews,356
Reptile,Thamnophis,sirtalis,Garter snake,"Inwood, Manitoba, Canada",null,null,50.507025,-97.497511,Estimated,270,2012,2012,2012,Breeding,null,null,N,N,N,N,N,Y,N,N,N,N,N,N,N,null,null,hand,Active,2,2,120,ACTH injection,null,RIA,"20R-TR018w, Fitzgerald Industries","07120016, MP Biomedicals, LLC",corticosterone,testosterone,9.4,3.335,154.64817,19,null,null,N,null,null,null,null,null,null,null,124.88,16.55,57.7672786,19,null,null,N,138.81,50.045,165.2150426,21,null,null,N,206.31,35.695,79.286045,21,null,null,N,268.34,37.025,64.71738969,22,null,null,null,null,"Total androgens, not only T",Lutterschmidt,507
Reptile,Thamnophis,sirtalis,Garter snake,"Inwood, Manitoba, Canada",null,null,50.507025,-97.497511,Estimated,270,2012,2012,2012,Nonbreeding,null,null,N,N,N,N,N,N,N,N,N,Y,N,N,N,null,null,hand,Active,2,2,120,ACTH injection,null,RIA,"20R-TR018w, Fitzgerald Industries","07120016, MP Biomedicals, LLC",corticosterone,testosterone,19.18,3.345,76.01937939,19,null,null,N,null,null,null,null,null,null,null,122.99,24.96,88.46094612,19,null,null,N,104.93,15.33,66.95023864,21,null,null,N,303.68,17.125,25.21908859,20,null,null,N,296.93,37.6,58.02877652,21,null,null,null,null,"Total androgens, not only T",Lutterschmidt,507
Reptile,Thamnophis,sirtalis,Garter snake,"Narcisse Wildlife Management area, Narcisse, Canada",null,null,50.65,-97.98,Estimated,275,1997,1997,1997,Breeding,null,null,Y,N,N,N,N,Y,N,N,N,N,N,N,N,null,null,null,Active,2,2,240,Captivity,null,RIA,null,null,corticosterone,testosterone,27.82,4.78,72.89655818,18,null,null,null,null,null,null,null,null,null,null,60.93,12.38,86.20366274,18,null,null,null,null,null,null,null,null,null,null,174.2,13.27,32.31908262,18,null,null,null,null,null,null,null,null,null,null,null,parietalis subspecies (red-sided). ,Mason,373
Reptile,Thamnophis,sirtalis,Garter snake,"EE Wilson Wildlife Area, Corvallis, Oregon, USA",null,null,44.7,-123.21,Estimated,68,1995-1996,1995,1996,Breeding,null,null,Y,N,N,N,N,Y,N,N,N,N,N,N,N,null,null,null,Active,2,2,null,null,null,RIA,T3003 from Wien Laboratories.,B21-42 Endocrine Sciences,corticosterone,testosterone,7.55,1.94,72.67746519,8,null,null,null,null,null,null,null,null,null,null,13.61,2.49,51.74712374,8,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,concinnus subspecies (red-spotted),Mason,374
Reptile,Thamnophis,sirtalis,Garter snake,"EE Wilson Wildlife Area, Corvallis, Oregon, USA",null,null,44.7,-123.21,Estimated,68,1995-1996,1995,1996,Nonbreeding,null,null,Y,N,N,N,N,N,Y,N,N,N,N,N,N,null,null,null,Active,2,2,null,null,null,RIA,T3003 from Wien Laboratories.,B21-42 Endocrine Sciences,corticosterone,testosterone,13.26,3.72,88.71548187,10,null,null,null,null,null,null,null,null,null,null,5.82,0,0,10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,concinnus subspecies (red-spotted),Mason,374
Reptile,Thamnophis,sirtalis,Garter snake,"EE Wilson Wildlife Area, Corvallis, Oregon, USA",null,null,44.7,-123.21,Estimated,68,1995-1996,1995,1996,Breeding,null,null,Y,N,N,Y,N,N,N,N,N,N,N,N,N,null,null,null,Active,2,2,null,null,null,RIA,T3003 from Wien Laboratories.,B21-42 Endocrine Sciences,corticosterone,testosterone,16.09,5.25,103.1818379,10,null,null,null,null,null,null,null,null,null,null,8.64,2.08,76.12890663,10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,concinnus subspecies (red-spotted),Mason,374
Reptile,Thamnophis,sirtalis,Garter snake,"EE Wilson Wildlife Area, Corvallis, Oregon, USA",null,null,44.7,-123.21,Estimated,68,1995-1996,1995,1996,Breeding,null,null,Y,N,N,N,Y,N,N,N,N,N,N,N,N,null,null,null,Active,2,2,null,null,null,RIA,T3003 from Wien Laboratories.,B21-42 Endocrine Sciences,corticosterone,testosterone,24.42,4.85,62.80526884,10,null,null,null,null,null,null,null,null,null,null,8.03,1.78,70.09781115,10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,concinnus subspecies (red-spotted),Mason,374
Reptile,Thamnophis,sirtalis,Garter snake,"EE Wilson Wildlife Area, Corvallis, Oregon, USA",null,null,44.7,-123.21,Estimated,68,1995-1996,1995,1996,Nonbreeding,null,null,Y,N,N,N,N,N,N,Y,N,N,N,N,N,null,null,null,Active,2,2,null,null,null,RIA,T3003 from Wien Laboratories.,B21-42 Endocrine Sciences,corticosterone,testosterone,27.38,5.78,66.75662847,10,null,null,null,null,null,null,null,null,null,null,13.05,5.23,126.7334265,10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,concinnus subspecies (red-spotted),Mason,374
Reptile,Thamnophis,sirtalis,Garter snake,"EE Wilson Wildlife Area, Corvallis, Oregon, USA",null,null,44.7,-123.21,Estimated,68,1995-1996,1995,1996,Nonbreeding,null,null,Y,N,N,N,N,N,N,N,N,N,Y,N,N,null,null,null,Active,2,2,null,null,null,RIA,T3003 from Wien Laboratories.,B21-42 Endocrine Sciences,corticosterone,testosterone,35.17,7.44,63.46317885,9,null,null,null,null,null,null,null,null,null,null,41.08,11.3,82.52190847,9,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,concinnus subspecies (red-spotted),Mason,374
