Vert_Group,Genus,Species,Common_name,Population_1,Population_2,Population_3,Latitude,Longitude,LatLongEst,Elevation,Years,Year_1,Year_final,Breeding_Cycle,Moult,Life_Stage,LifeHistConf,Jan_Sampled,Feb_Sampled,Mar_Sampled,Apr_Sampled,May_Sampled,June_Sampled,July_Sampled,Aug_Sampled,Sept_Sampled,Oct_Sampled,Nov_Sampled,Dec_Sampled,Time_min,Time_max,CaptureMethod,SampleMethod,MaxLatency_A,MaxLate_Cort,LateStressCort,StressorType,MajorStressPop,Method,A_AntibodyKit,Cort_AntibodyKit,CORT,Androgen,M_A_Mean,M_A_SE,M_A_CV,M_A_N,M_A_Min,M_A_Max,M_A_RemoveOutlier,F_A_Mean,F_A_SE,F_A_CV,F_A_N,F_A_Min,F_A_Max,F_A_RemoveOutlier,M_BC_Mean,M_BC_SE,M_BC_CV,M_BC_N,M_BC_Min,M_BC_Max,M_BC_RemoveOutlir,F_BC_Mean,F_BC_SE,F_BC_CV,F_BC_N,F_BC_Min,F_BC_Max,F_BC_RemoveOutlir,M_SC_Mean,M_SC_SE,M_SC_CV,M_SC_N,M_SC_Min,M_SC_Max,M_SC_RemoveOutlier,F_SC_Mean,F_SC_SE,F_SC_CV,F_SC_N,F_SC_Min,F_SC_Max,F_SC_RemoveOutlier,OutlierCriteria,Notes,Lab_ID,Ref_ID
Bird,Parus,montanus,Willow tit,"East of Gothenburg, south-west Sweden",null,null,57.71038,12.10327,Estimated,120,null,null,null,Breeding,null,Incubation,Y,null,null,null,null,null,null,null,null,null,null,null,null,8:00,13:00,"mist net, playback","Active, Attractant",null,null,null,null,null,RIA,null,null,null,testosterone,0.706,0.144,57.6902983,8,null,null,N,0.347,0.135,55.019836,2,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Estradiol was only measured on females,Silverin,122
Bird,Parus,montanus,Willow tit,"East of Gothenburg, south-west Sweden",null,null,57.71038,12.10327,Estimated,120,null,null,null,Breeding,null,null,Y,N,N,N,N,Y,N,N,N,N,N,N,N,8:00,13:00,"mist net, playback","Active, Attractant",null,null,null,null,null,RIA,null,null,null,testosterone,0.7770466,0.1120247,62.84106339,19,null,null,N,0.177067,0.0666075,112.8513501,9,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Estradiol was only measured on females,Silverin,122
Bird,Parus,montanus,Willow tit,"East of Gothenburg, south-west Sweden",null,null,57.71038,12.10327,Estimated,120,null,null,null,Breeding,null,null,Y,N,N,N,Y,N,N,N,N,N,N,N,N,8:00,13:00,"mist net, playback","Active, Attractant",null,null,null,null,null,RIA,null,null,null,testosterone,1.4138147,0.2071382,62.15899122,18,null,null,N,0.2078302,0.0187639,28.55054837,10,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Estradiol was only measured on females,Silverin,122
Bird,Parus,rufescens,Chestnut-backed chickadee,"Olympic National Forest, Washington, USA","Carkeek Park, Washington, USA",null,47.742,-122.984,Reported,34,1990-1997,1990,1997,Breeding,null,null,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,6:40,10:19,null,null,null,3,28,Restraint,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11.2,2,25.25381361,2,9.2,13.2,N,16.4,2.306512519,24.35973702,3,13.8,21,N,46.95,7.05,21.23579471,2,39.9,54,N,37.56666667,3.616781872,16.67555447,3,30.4,42,N,null,"Data only collected in 1990 and 1997;  1990 data likely all from Carkeek Park (2 samples), and 1997 data likely all from Olympic National Forest (3 samples). Mass and fat scores available for some individuals ",Wingfield,648
Bird,Passer,domesticus,House sparrow,"Tempe, Arizona, USA",null,null,33.429,-111.943,Estimated,400,1999,1999,1999,Nonbreeding,Y,null,Y,N,N,N,N,N,N,N,Y,N,N,N,N,5:30,8:00,mist net,Active,null,3.5,30,Restraint,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.96,0.33,44.54581289,7,null,null,N,1.76,0.4,55.67022143,6,null,null,N,13.3,2.27,45.15680809,7,null,null,N,12.67,2.4,46.39917429,6,null,null,N,null,null,Breuner,70
Bird,Passer,domesticus,House sparrow,"Tempe, Arizona, USA",null,null,33.429,-111.943,Estimated,400,1999,1999,1999,Nonbreeding,null,null,Y,N,N,N,N,N,N,N,N,N,N,N,Y,5:30,8:00,mist net,Active,null,3.5,30,Restraint,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.49,1.4,76.37607216,6,null,null,N,3.99,1.13,69.37151402,6,null,null,N,17.84,2.3,31.57974444,6,null,null,N,14.87,3,49.41808493,6,null,null,N,null,null,Breuner,70
Bird,Passer,domesticus,House sparrow,"Tempe, Arizona, USA",null,null,33.429,-111.943,Estimated,400,2000,2000,2000,Breeding,null,null,Y,N,N,N,Y,N,N,N,N,N,N,N,N,5:30,8:00,mist net,Active,null,3.5,30,Restraint,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6.53,1.4,60.6400915,8,null,null,N,9.6,3.2,94.28090416,8,null,null,N,36.06,3.6,28.23720923,8,null,null,N,39.5,4.71,33.72630825,8,null,null,N,null,null,Breuner,70
Bird,Passer,domesticus,House sparrow,"Centre d'Etudes Biologiques de Chize, France",null,null,46.15,-0.4,Reported,90,2006,2006,2006,Breeding,null,Young care,Y,null,null,null,null,null,null,null,null,null,null,null,null,null,null,wire trap in nest box,Active,null,null,30,Restraint,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28.7,1.73,26.95747457,20,19.48,46.59,N,34.6,1.88,23.68419079,19,11.86,50.11,N,null,null,Chastel,33
Bird,Passer,domesticus,House sparrow,"Chize, France",null,null,46.147,-0.425,Reported,54,2006,2006,2006,Breeding,null,null,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,null,null,captured from nest,Active,null,3.8,30,Restraint,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.32,0.48,40.35009884,20,null,null,N,null,null,null,null,null,null,null,37.94,2.31,27.22887205,20,null,null,N,null,null,Chastel,46
Bird,Passer,domesticus,House sparrow,"Chize, France",null,null,46.147,-0.425,Reported,54,2006,2006,2006,Breeding,null,Young care,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,null,null,mist net,Active,null,null,30,Restraint,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.578,0.688,56.52226745,21,0.892,13.009,N,null,null,null,null,null,null,null,31.732,1.62,25.52628262,25,29.307,48.551,N,null,null,null,null,null,null,null,null,null,Chastel,56
Bird,Passer,domesticus,House sparrow,"Phoenix, Arizona, USA",null,null,33.45,-112.067,Reported,340,2006,2006,2006,Nonbreeding,null,null,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,5:00,11:30,"mist net, passive or mist net, playback","Active, Attractant",null,3,30,Restraint,null,EIA,null,Assay Designs ,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7.93,0.48,16.01463593,7,null,null,N,null,null,null,null,null,null,null,31.71,5.34,44.55475245,7,null,null,N,null,null,null,null,null,null,null,null,Published under former genus name (Pipilo),Deviche,23
Bird,Passer,domesticus,House sparrow,"Phoenix, Arizona, USA",null,null,33.45,-112.067,Reported,340,2006,2006,2006,Breeding,null,null,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,5:00,11:30,"mist net, passive or mist net, playback","Active, Attractant",null,3,30,Restraint,null,EIA,null,Assay Designs ,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7.66,1.11,54.21983942,14,null,null,N,null,null,null,null,null,null,null,43.23,12.42,107.4979985,14,null,null,N,null,null,null,null,null,null,null,null,Published under former genus name (Pipilo),Deviche,23
Bird,Passer,domesticus,House sparrow,"Phoenix, Arizona, USA",null,null,33.45,-112.067,Reported,340,2006,2006,2006,Nonbreeding,Y,null,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,5:00,11:30,"mist net, passive or mist net, playback","Active, Attractant",null,3,30,Restraint,null,EIA,null,Assay Designs ,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3.44,4.97,408.6419422,8,null,null,N,null,null,null,null,null,null,null,23.94,4.44,52.45704442,8,null,null,N,null,null,null,null,null,null,null,null,Published under former genus name (Pipilo),Deviche,23
Bird,Passer,domesticus,House sparrow,"Hell's Canyon, Arizona, USA","Sierra Estrella Wilderness Areas, Phoenix, Arizona, USA","Robbins-Powers Butte Wildlife Management Areas, Maricopa County, Arizona, USA",33.944,-112.385,Reported,1644,2006,2006,2006,Nonbreeding,null,null,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,5:00,11:30,"mist net, passive or mist net, playback","Active, Attractant",null,3,30,Restraint,null,EIA,null,Assay Designs ,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,9.09,1.96,43.12431243,4,null,null,N,null,null,null,null,null,null,null,31.24,6.45,41.29321383,4,null,null,N,null,null,null,null,null,null,null,null,Published under former genus name (Pipilo),Deviche,23
Bird,Passer,domesticus,House sparrow,"Hell's Canyon, Arizona, USA","Sierra Estrella Wilderness Areas, Phoenix, Arizona, USA","Robbins-Powers Butte Wildlife Management Areas, Maricopa County, Arizona, USA",33.944,-112.385,Reported,1644,2006,2006,2006,Breeding,null,null,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,5:00,11:30,"mist net, passive or mist net, playback","Active, Attractant",null,3,30,Restraint,null,EIA,null,Assay Designs ,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.54,1.53,170.3737599,8,null,null,N,null,null,null,null,null,null,null,88.79,24.31,77.44009844,8,null,null,N,null,null,null,null,null,null,null,null,Published under former genus name (Pipilo),Deviche,23
Bird,Passer,domesticus,House sparrow,"Hell's Canyon, Arizona, USA","Sierra Estrella Wilderness Areas, Phoenix, Arizona, USA","Robbins-Powers Butte Wildlife Management Areas, Maricopa County, Arizona, USA",33.944,-112.385,Reported,1644,2006,2006,2006,Nonbreeding,Y,null,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,5:00,11:30,"mist net, passive or mist net, playback","Active, Attractant",null,3,30,Restraint,null,EIA,null,Assay Designs ,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10.31,4.6,99.76636951,5,null,null,N,null,null,null,null,null,null,null,28.12,7.45,59.24148802,5,null,null,N,null,null,null,null,null,null,null,null,Published under former genus name (Pipilo),Deviche,23
Bird,Passer,domesticus,House sparrow,"Belle Mead, New Jersey, USA",null,null,40.467,-74.65,Reported,30,2008,2008,2008,Breeding,null,Prebreeding,Y,N,N,Y,N,N,N,N,N,N,N,N,N,null,null,mist net,Active,null,3.3,30,Restraint,null,RIA,null,Endocrine Sciences/Esoterix,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10.1,1.12,49.59200267,20,1.54,16.96,N,8.8,1.02,51.8361213,20,0.86,17.82,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Stresscort measured but not presented. Data are approximate (no ticks on axes),Hau,101
Bird,Passer,domesticus,House sparrow,"Belle Mead, New Jersey, USA",null,null,40.467,-74.65,Reported,30,2008,2008,2008,Breeding,null,Young care,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,null,null,nest trap,Active,null,3.3,30,Restraint,null,RIA,null,Endocrine Sciences/Esoterix,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,9.41,1.52,72.2385404,20,0.47,16.74,N,8.73,1.17,59.9358427,20,0.86,17.63,null,38.98,3.79,40.08868733,17,19.75,73.99,N,37.25,3.74,44.90144556,20,17.09,85.67,N,null,Baseline cort measured but not presented. Data are approximate (no ticks on axes).,Hau,101
Bird,Passer,domesticus,House sparrow,"Wooster, Ohio, USA",null,null,40.8,-81.967,Reported,305,2006,2006,2006,Breeding,null,null,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,null,null,"trap, baited (potter trap)",Attractant,null,3,30,Restraint,null,EIA,null,Assay Designs ,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.49,0.948,100.729809,7,0.807,6.68,N,null,null,null,null,null,null,null,22.69,3.8,44.30962971,7,null,null,N,null,null,Lynn,36
Bird,Passer,domesticus,House sparrow,"Wooster, Ohio, USA",null,null,40.8,-81.967,Reported,305,2006,2006,2006,Breeding,null,null,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,null,null,"trap, baited (potter trap)",Attractant,null,null,30,Left in Potter trap,null,EIA,null,Assay Designs,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11.49,3.84,81.86284258,6,1.9,29.26,N,null,"StressCort is prehandling, birds left undisturbed in traps with food for 30 minutes before removal for sampling.",Lynn,36
Bird,Passer,domesticus,House sparrow,"Albuquerque, New Mexico, USA",null,null,35,-106.4,Reported,2038,1997-2002,1997,2002,Breeding,null,null,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,null,null,mist net,Active,null,3,30,Restraint,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.228,null,null,8,null,null,null,1.841,null,null,8,null,null,null,22.813,4.297,53.27555059,8,null,null,null,24.245,5.431,63.35816752,8,null,null,null,null,Could not extract the SE of baseline cort on the graph; no visible error bars,Romero,294
Bird,Passer,domesticus,House sparrow,"Albuquerque, New Mexico, USA",null,null,35,-106.4,Reported,2038,1997-2002,1997,2002,Breeding,Y,null,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,null,null,mist net,Active,null,3,30,Restraint,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.102,null,null,8,null,null,null,0.307,null,null,8,null,null,null,16.266,2.148,37.35067911,8,null,null,null,14.834,1.4322,27.30803106,8,null,null,null,null,Could not extract the SE of baseline cort on the graph; no visible error bars,Romero,294
Bird,Passer,domesticus,House sparrow,"Albuquerque, New Mexico, USA",null,null,35,-106.4,Reported,2038,1997-2002,1997,2002,Nonbreeding,null,null,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,null,null,mist net,Active,null,3,30,Restraint,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.511,null,null,12,null,null,null,0.498,null,null,8,null,null,null,15.755,1.739,38.2359423,12,null,null,null,18.414,3.581,55.00487419,8,null,null,null,null,Fall;Could not extract the SE of baseline cort on the graph; no visible error bars,Romero,294
Bird,Passer,domesticus,House sparrow,"Albuquerque, New Mexico, USA",null,null,35,-106.4,Reported,2038,1997-2002,1997,2002,Nonbreeding,null,null,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,null,null,mist net,Active,null,3,30,Restraint,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.307,null,null,8,null,null,null,2.66,null,null,9,null,null,null,21.279,1.739,23.11497143,8,null,null,null,25.166,2.148,25.60597632,9,null,null,null,null,Winter; Could not extract the SE of baseline cort on the graph; no visible error bars,Romero,294
Bird,Passer,domesticus,House sparrow,"Medford, Massachusetts, USA",null,null,42.2,-71,Reported,22,1997-2002,1997,2002,Breeding,null,null,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,null,null,mist net,Active,null,3,30,Restraint,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.841,null,null,8,null,null,null,1.023,null,null,10,null,null,null,34.68,2.558,20.86250457,8,null,null,null,20.256,3,46.83468099,10,null,null,null,null,Spring; Could not extract the SE of baseline cort on the graph; no visible error bars,Romero,294
Bird,Passer,domesticus,House sparrow,"Medford, Massachusetts, USA",null,null,42.2,-71,Reported,22,1997-2002,1997,2002,Breeding,Y,null,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,null,null,mist net,Active,null,3,30,Restraint,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.409,null,null,7,null,null,null,0.614,null,null,8,null,null,null,15.448,2.726,46.6877141,7,null,null,null,18.517,1.739,26.56280591,8,null,null,null,null,Could not extract the SE of baseline cort on the graph; no visible error bars,Romero,294
Bird,Passer,domesticus,House sparrow,"Medford, Massachusetts, USA",null,null,42.2,-71,Reported,22,1997-2002,1997,2002,Nonbreeding,null,null,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,null,null,mist net,Active,null,3,30,Restraint,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.706,null,null,9,null,null,null,1.841,null,null,8,null,null,null,20.665,2.148,31.18315993,9,null,null,null,24.246,3.99,46.54550948,8,null,null,null,null,Fall; Could not extract the SE of baseline cort on the graph; no visible error bars,Romero,294
Bird,Passer,domesticus,House sparrow,"Medford, Massachusetts, USA",null,null,42.2,-71,Reported,22,1997-2002,1997,2002,Nonbreeding,null,null,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,null,null,mist net,Active,null,3,30,Restraint,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.33,null,null,8,null,null,null,2.353,null,null,8,null,null,null,23.939,4.297,50.76967022,8,null,null,null,33.248,4.501,38.29027457,8,null,null,null,null,Winter; Could not extract the SE of baseline cort on the graph; no visible error bars,Romero,294
Bird,Passer,domesticus,House sparrow,"Dutchess County, New York, USA",null,null,42,-73.75,Estimated,100,1982-1984,1982,1984,Nonbreeding,Y,null,Y,N,N,N,N,N,N,N,N,Y,N,N,N,7:00,12:00,mist net or nesting box trap,Active,14,14,null,null,null,RIA,null,null,corticosterone,testosterone,0.6346,null,null,25,null,null,N,null,null,null,null,null,null,null,0.9304,0.7176,385.6405847,25,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"MaxLatency_T>14, MaxLat_Cort >14; postnuptial molt",Wingfield,89
Bird,Passer,domesticus,House sparrow,"Dutchess County, New York, USA",null,null,42,-73.75,Estimated,100,1982-1984,1982,1984,Breeding,null,Incubation,Y,N,N,N,N,N,N,N,Y,N,N,N,N,7:00,12:00,mist net or nesting box trap,Active,14,14,null,null,null,RIA,null,null,corticosterone,testosterone,0.6973,null,null,3,null,null,N,null,null,null,null,null,null,null,1.4064,0.1782,21.9462069,3,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"third-fifth attempts pooled; MaxLatency_T>14, MaxLat_Cort >14",Wingfield,89
Bird,Passer,domesticus,House sparrow,"Dutchess County, New York, USA",null,null,42,-73.75,Estimated,100,1982-1984,1982,1984,Breeding,null,Incubation,Y,N,N,N,N,N,Y,N,N,N,N,N,N,7:00,12:00,mist net or nest box trap,Active,14,14,null,null,null,RIA,null,null,corticosterone,testosterone,1.1264,null,null,5,null,null,N,0.181,0.017,26.56533764,8,null,null,N,1.7721,0.3564,44.97119955,5,null,null,N,3.0908,0.175,16.01445408,8,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"second attempt; MaxLatency_T>14, MaxLat_Cort >14",Wingfield,89
